,Text,Label
95,Medics call for action on social media Covid-19 'infodemic',Real
96,Coronavirus: Apprentice star's ads banned over Covid-19 claims,Real
97,Coronavirus: Germany divided as states lift lockdown,Real
98,Covid-19 brings remote medicine revolution to the UK,Real
99,Amazon faces backlash over Covid-19 safety measures,Real
0,"WATCH: Coronavirus daily update: May 28, 2020",Real
1,"WATCH: Coronavirus daily update: May 26, 2020",Real
2,"WATCH: Coronavirus daily update: May 27, 2020",Real
3,"WATCH: Coronavirus daily update: June 01, 2020",Real
4,"WATCH: Coronavirus daily update: May 29, 2020",Real
5,Type 1 diabetics may be at high risk for severe illness related to COVID-19: Study,Real
6,COVID-19 hospitalizations increasing in 17 states,Real
7,US unemployment rate fell to 13.3% in May,Real
8,"American Cancer Society eliminates 1,000 jobs, may cut research work",Real
9,Beijing braces for a possible 2nd wave of coronavirus infections,Real
10,"House demands coronavirus loan info from Treasury, banks",Real
11,Having high blood pressure may make coronavirus more dangerous,Real
12,What testing data reveals about possible coronavirus spike in LA,Real
13,LA County now leads the nation in coronavirus cases,Real
14,"Tuesday primaries, amid dual crises, restart election transformed by coronavirus",Real
15,"Despite surge, Trump repeats coronavirus 'going away,' uses racist description",Real
16,Coronavirus vaccine update: Possible by the end of the year?,Real
17,Coronavirus government response: Good news eludes Trump after launch scrubbed,Real
18,Coronavirus updates: Trump says US ending relationship with WHO,Real
19,Coronavirus updates: Trump says US ending relationship with WHO,Real
20,Miami pauses reopening as Florida's new coronavirus cases rise,Real
21,Strained supply chain for glass vials could delay coronavirus vaccine,Real
22,Stocks open lower on Wall Street as coronavirus cases surge,Real
23,"Travelers to NY, NJ, CT from high-risk coronavirus areas must quarantine",Real
24,"Coronavirus updates: US reports more than 34,000 new cases in single day",Real
25,Health care workers say 'racism is a pandemic too',Real
26,"Coronavirus updates: Blood clots clogged lungs of black COVID-19 victims, study says",Real
27,Coronavirus updates: Latin America's top airline files for US bankruptcy protection,Real
28,Coronavirus updates: 82% of Alabama's ICU beds full as COVID-19 cases soar,Real
29,"WATCH: Latest updates on COVID-19: June 3, 2020",Real
30,"Coachella, Stagecoach canceled this year over virus concerns",Real
31,"WATCH: Latest updates on COVID-19: June 8, 2020",Real
32,"Coronavirus updates: COVID-19 cases among US health care workers top 62,000",Real
33,"After rushing to reopen, new coronavirus cases in South Carolina rising",Real
34,Hospitals in 'dire need' of blood as elective surgeries restart,Real
35,Prince William reveals he's been a helpline volunteer,Real
36,"Reopening NYC, the 'second wave' debate and more",Real
37,"Dodging virus, Navy ships break record for staying at sea",Real
38,Arizona sees 'bounce back' in COVID-19 cases after reopening,Real
39,Watchdogs say Trump admin limiting oversight of virus aid,Real
40,Pence aide who had COVID-19 returns to work,Real
41,Mayor of city with 1st known US COVID-19 case on how she navigated crisis,Real
42,Trump to extend National Guard's COVID-19 mission after bipartisan pressure,Real
43,Trump says 'I don't kid' after aides say he was joking about slowing COVID-19 testing,Real
44,"New York, Kentucky among 6 states bracing for voting on Tuesday",Real
45,EU likely to keep ban on Americans out of coronavirus fears as it reopens its borders,Real
46,'This is not just a Georgia problem': Primaries foreshadow challenges for November,Real
47,1 in 5 sailors tested for COVID-19 antibodies were asymptomatic: Navy study,Real
48,Coronavirus cases increase in India for record seventh day in a row,Real
49,"Brazil's Bolsonaro joined Trump in downplaying COVID-19, but now faces US travel ban",Real
50,"Amid COVID-19, Moscow recorded almost 60% more deaths in May than usual",Real
51,"3 questions to watch for as Fauci, Redfield testify before House panel",Real
52,"Trump, downplaying deaths, once claimed US would never see 100,000 milestone",Real
53,"Coronavirus government response updates: Trump gives first reaction to 100,000 deaths",Real
54,Senate GOP torn on how to address expiring COVID-19 unemployment boosts,Real
55,WATCH: Elephant explores empty Maryland Zoo in Baltimore,Real
56,Treasury chief refusing to disclose recipients of virus aid,Real
57,Pandemic leads Navy to start 'safe haven' ports of call for its ships,Real
58,Coronavirus task force fades from view as Trump White House moves on,Real
59,Coronavirus government response updates: Trump tweets states 'should open up ASAP',Real
60,White House announces plans for July 4th celebration,Real
61,"Baseball's back: MLB sets 60-game sked, opens July 23 or 24",Real
62,DeVos issues rule steering more virus aid to private schools,Real
63,Virus cases at Djokovic's event put sports under scrutiny,Real
64,"Toys, books and clothes: Stores reopen doors across England",Real
65,White House scales back temperature checks,Real
66,More than 1 out of 3 tested federal inmates were positive for coronavirus,Real
67,"Approval of Trump's coronavirus response underwater, as he returns to trail: POLL",Real
68,Family sues nursing home over death of Army veteran from coronavirus,Real
69,Coronavirus government response: Cuomo wears mask as he arrives to meet Trump,Real
70,"Trump heads to battleground state amid bad polls, worsening coronavirus pandemic",Real
71,"COVID-19 antibodies may fade in as little as 2 months, study says - ABC News",Real
72,"Vaccine timelines, reducing COVID-19 transmission and more to know",Real
73,"COVID-19 spreading among young people, Alabama hot spots and more to know",Real
74,Lake of the Ozarks Memorial Day partygoer tests positive for COVID-19,Real
75,VA secretary fires back at critics of controversial COVID-19 treatment,Real
76,More than 60% of the 400 sailors tested on carrier had COVID-19 antibodies,Real
77,Trump administration considers further restrictions on foreign workers,Real
78,Oklahoma sees rise in COVID cases following reopening,Real
79,FDA issues warning about 9 hand sanitizers made by this company,Real
80,Cruise lines to voluntarily suspend operations at US ports until mid-September,Real
81,House Democrats question Trump's deal on Russian ventilators,Real
82,WATCH: Philly police apologize for use of tear gas,Real
83,"In reversal, Trump administration will extend support to Texas COVID-19 testing sites",Real
84,"Hope for prisoner swap fades as US deports Iranian scientist, but no Americans freed",Real
85,"Officials see pushback as more states, counties require people to wear masks",Real
86,School infrastructure report raises questions about returning to classrooms,Real
87,Iran frees US Navy veteran held for nearly 2 years,Real
88,"Thousands crossing US-Mexico border despite nonessential travel ban, COVID-19 threat",Real
89,Embattled state health director resigns amid COVID crisis,Real
90,WATCH: Top US general apologizes for Trump photo-op,Real
91,WATCH: Christopher Columbus statue in Houston’s Bell Park vandalized,Real
92,WATCH: Trump claims he’s finalizing executive order on police reform,Real
93,WATCH: Bighorn wildfire burns thousands of acres in Arizona,Real
94,Why people are flouting life-saving social distancing precautions,Real
95,Revamped Main Street Loan Program launches under watchful eye of critics,Real
96,"Superintendent at Soldiers' Home did not keep officials in the dark, attorney says",Real
97,Nursing homes got masks that 'probably should have never gone out': Official,Real
98,Another 2.1 million US workers file jobless claims,Real
99,Nearly 1.9M US workers file jobless claims,Real
0,Rapid City to review business restrictions due to COVID-19 - Associated Press,Real
1,Brazil's most populous state eyes reopening business in June - Associated Press,Real
2,Oklahoma man's dying words in cop custody: 'I can’t breathe'...,Real
3,Indonesia's passes 50000 cases as business resumes - Associated Press,Real
4,Rocky business restart and an enticing offer for MLB - The Associated Press,Real
5,Food prices see historic jump; Likely to stay high...,Real
6,Poll: Americans unhappiest they've been in 50 years...,Real
7,Black man dies after video shows officer kneeling on neck...,Real
8,California tech CEO charged in coronavirus test fraud case - The Associated Press,Real
9,Illinois attorney general tests positive for COVID-19,Real
10,"Global shares advance, tracking Wall Street tech rally - The Associated Press",Real
11,Survey: Business economists expect worst slump since 1940s - Associated Press,Real
12,"As businesses reopen, Tennessee unemployment still high - Associated Press",Real
13,Update on the latest in business - WFMZ Allentown,Real
14,"Nissan-Renault alliance to share more parts, technology - The Associated Press",Real
15,State-distributed masks among precautions for Illinois school opening,Real
16,Update on the latest in business: | | wfmz.com - WFMZ Allentown,Real
17,"Illinois to reopen museums, gyms with restrictions this week",Real
18,Arrest of ex-aide to Bolsonaro's son another hit for leader - The Lawton Constitution,Real
19,What are the symptoms of COVID-19?,Real
20,"Wisconsin prisons increase COVID-19 testing, quarantines",Real
21,Prison infirmary quarantined after COVID-19 cases,Real
22,"Honduras president hospitalized with pneumonia, COVID-19",Real
23,Meatpacking union: 44 COVID-19 deaths among workers,Real
24,"Lawsuit seeks early, easier voting during COVID-19 pandemic",Real
25,Omar announces father's death from Covid-19 complications,Real
26,Don't fall for COVID-19 student loan relief scams,Real
27,100 Days of Cuomo: Governor ends daily COVID-19 briefings,Real
28,"Kansas governor, GOP scrap again over COVID-19 budget plan",Real
29,Reporter at Trump's Tulsa rally tests positive for COVID-19,Real
30,N.C. governor says he tested negative for COVID-19,Real
31,"Wyoming COVID-19 measures to ease, university plan approved",Real
32,2nd COVID-19 case tied to Missouri Memorial weekend parties,Real
33,Man accused of falsely claiming air purifier kills COVID-19,Real
34,"Alaska ferry crew, passengers must undergo COVID-19 testing",Real
35,No rodeo festival dashes Wyoming city's hopes amid COVID-19,Real
36,Nashville still providing COVID-19 data to first responders,Real
37,Partygoer at Missouri's Lake of Ozarks positive for COVID-19,Real
38,Latinos increasingly affected by COVID-19 in rural Idaho,Real
39,Report: Ski industry lost $2B because of COVID-19 pandemic,Real
40,"Arizona COVID-19 case surge continues, setting care records",Real
41,Pennsylvania officials eye areas where COVID-19 cases rising,Real
42,"Monkeys, ferrets offer needed clues in COVID-19 vaccine race",Real
43,Pence aide who had COVID-19 returns to work,Real
44,COVID-19 cases spike in Utah a month after reopenings,Real
45,Russia starts clinical trials of COVID-19 vaccine,Real
46,"Arizona surge of COVID-19 cases, hospitalizations continues",Real
47,Mississippi posts COVID-19 data after 5-day delay,Real
48,Is it safe to form a COVID-19 'support bubble' with friends?,Real
49,Who would be the first to get a COVID-19 vaccine?,Real
50,Trump suggests US slow virus testing to avoid bad statistics,Real
51,Virginia attorney general warns businesses about charges,Real
52,When could a COVID-19 vaccine be ready?,Real
53,Secrecy on legislator's COVID-19 illness roils a statehouse,Real
54,Virginia Beach cancels July Fourth fireworks over COVID-19,Real
55,Hypocrisy gone viral? Officials set bad COVID-19 examples,Real
56,Partygoer at Missouri's Lake of Ozarks positive for COVID-19,Real
57,AstraZeneca agrees to make COVID-19 vaccine for Europe,Real
58,Utah's rate of positive COVID-19 tests skyrockets,Real
59,Former henchman of Houston killer Corll dies of COVID-19,Real
60,Study: Black Americans most interested in COVID-19 news,Real
61,Health department: No COVID-19 cases from Missouri salon,Real
62,Utah gubernatorial candidate tests negative for COVID-19,Real
63,Fed lawyer: COVID-19 at federal jail worse than reported,Real
64,"Arkansas reports 678 new COVID-19 cases, 7 more deaths",Real
65,COVID-19 cases spike in Utah a month after reopenings,Real
66,Utah gubernatorial running mate tests negative for COVID-19,Real
67,"Montana has 10 new COVID-19 cases, inmate tests inconclusive",Real
68,Over 100 COVID-19 cases reported at Washington state prison,Real
69,Cooper signs bill addressing fall election under COVID-19,Real
70,Alaska state ferry crew member tests positive for COVID-19,Real
71,"Minnesota reports 18 new COVID-19 deaths, 652 new cases",Real
72,Trump to resume fundraisers next month with COVID-19 checks,Real
73,Over 54K COVID-19 tests conducted across state of Hawaii,Real
74,Election rule changes for COVID-19 considered in N.C. House,Real
75,Can I get COVID-19 through my eyes or ears?,Real
76,5 seniors at graduation ceremony test positive for COVID-19,Real
77,Bullock urges vigilance as COVID-19 cases spike in Montana,Real
78,Idaho newspaper plans lawsuit over COVID-19 records denial,Real
79,US sends Brazil malaria drug unproven for COVID-19 treatment,Real
80,Tennessee to halt sharing COVID-19 patient data,Real
81,Illinois courts to resume as COVID-19 restrictions lift,Real
82,COVID-19 will make primary day different in South Carolina,Real
83,Trooper resigns after text about coughing to spread COVID-19,Real
84,Arizona sets another record for increases in COVID-19 cases,Real
85,Autopsy report shows Floyd had tested positive for COVID-19,Real
86,Health official: No new COVID-19 cases from Missouri parties,Real
87,"Arizona surge of COVID-19 cases, hospitalizations continues",Real
88,"South Carolina beaches fill, but COVID-19 takes no vacation",Real
89,Comedian DL Hughley COVID-19 positive after fainting onstage,Real
90,Georgia senators seek to shield business from COVID-19 suits,Real
91,Pennington County GOP warns convention attendee had COVID-19,Real
92,6 staffers setting up for Trump rally positive for COVID-19,Real
93,VA says it'll stop almost all use of unproven drug on vets,Real
94,Interpreters help deaf residents stay informed about virus,Real
95,Utah candidate and ex- envoy Huntsman says he has COVID-19,Real
96,US expects insurers to cover COVID vaccine without copays,Real
97,Coronavirus means few young whooping cranes for fall release,Real
98,Northam expects to further relax restrictions next week,Real
99,COVID-19 reopenings: Some Louisiana businesses busy,Real
0,Hackers targeted the UK's coronavirus vaccine research,Real
1,Reduce Your Risk of Coronavirus Exposure With a 'Contact Budget',Real
2,Why Your Positive Coronavirus Antibody Test Might Be Wrong,Real
3,Coronavirus delays the launch of NASA's James Webb Space Telescope,Real
4,Squire balances clean fades with the coronavirus,Real
5,What to Do if Your Favorite Store Files for Bankruptcy,Real
6,Your coronavirus lockdown confessions,Real
7,Coronavirus: 'Deadly masks' claims debunked,Real
8,Prepare for the Never-Ending Coronavirus Plateau,Real
9,Should You Job Hunt During a Furlough?,Real
10,"If You're Trying to Track Down Your Coronavirus Relief Payment, Use This IRS Phone Number",Real
11,Put Your Mask Over Your Damn Nose,Real
12,Here's Who Needs to Request a Coronavirus Relief Payment Before October 15,Real
13,"Tech giants must open up about the coronavirus ‘infodemic’, say EU lawmakers",Real
14,Coronavirus: What's happening in Peru?,Real
15,Djokovic's coach Ivanisevic has coronavirus,Real
16,Coronavirus: Contact-tracing rumours debunked,Real
17,EPA orders Amazon and eBay to remove products posing as coronavirus remedies,Real
18,How coronavirus tore through Britain's ethnic minorities,Real
19,Tanzania's Magufuli - taking on coronavirus and imperialism,Real
20,Coronavirus and poverty: Is there a link?,Real
21,Coronavirus: Professional athletes train in lockdown,Real
22,Coronavirus: Germany divided as states lift lockdown,Real
23,Coronavirus: France announces significant lifting of restrictions,Real
24,Coronavirus: How pandemic turned political in Brazil,Real
25,Where early US coronavirus hotspots stand now,Real
26,CNN reporter debunks beachgoers' coronavirus theories,Real
27,"Fauci, Redfield testiy on Trump's coronavirus response",Real
28,"Mutation makes coronavirus more infectious, study suggests",Real
29,Brazil passes 1 million coronavirus cases,Real
30,How risky is it to attend a Trump campaign rally during a pandemic?,Real
31,Coronavirus: Trump terminates US relationship with WHO,Real
32,Coronavirus: The human cost of virus misinformation,Real
33,Coronavirus: Ecuador protests against cuts amid pandemic,Real
34,Coronavirus: Sweden's Tegnell admits too many died,Real
35,Coronavirus: Surf photographer on 'stark' lifestyle change,Real
36,Coronavirus: US withdraws emergency use of hydroxychloroquine,Real
37,Premier League confirms one positive coronavirus test,Real
38,Ex-Bangladesh captain Mortaza has coronavirus,Real
39,Coronavirus in DR Congo captured on camera,Real
40,Insurance Companies Are Subsidizing Fox News’ Coronavirus and Climate Misinformation,Real
41,Coronavirus Is Delaying MTA's Completion of Contactless Subway Payments,Real
42,Common Steroid Drug Shows Lifesaving Results In Large Coronavirus Trial,Real
43,Scientists Want to Test Existing Polio Vaccine Against Coronavirus,Real
44,"U.S. Hits Grim Coronavirus Milestone, Passing 100,000 Confirmed Deaths",Real
45,Latest Coronavirus Science: New York's Hopeful Road to Recovery,Real
46,BP Worries a Green Coronavirus Recovery Could Kill Its Business,Real
47,Should You Get a Coronavirus Test If You Protested?,Real
48,FDA Pulls Emergency Authorization for Hydroxychloroquine as Coronavirus Treatment,Real
49,Do Your Homework Before Volunteering Your Data to Fight Coronavirus,Real
50,Data shows dangerous trend in the South,Real
51,It’s hard to figure out how often people without symptoms spread COVID-19,Real
52,Instacart will expand sick pay to more shoppers,Real
53,"Google reportedly rescinds 2,000 contract worker jobs",Real
54,"Google, Facebook, and Twitter to produce monthly reports on coronavirus disinformation for the EU",Real
55,What to Know About the New TSA Rules,Real
56,How Will a Temporary Relocation During the Pandemic Affect Your Taxes?,Real
57,Your State May Let You Deduct The Costs of Working From Home During the Pandemic,Real
58,Now Is A Good Time To Donate Blood,Real
59,Work on Your Family Tree With These Free Online Genealogy Resources,Real
60,Don't Flush Disposable Masks Down the Toilet,Real
61,Don't Use These Toxic Hand Sanitizer Brands,Real
62,Germany's Coronavirus-Tracking App Set to Release This Week as Nation Reopens,Real
63,"Coronavirus lockdowns mean bad business for drug dealers, too",Real
64,Google Maps launches features for traveling during coronavirus pandemic,Real
65,The 2021 Oscars are getting delayed by the coronavirus,Real
66,Partying Americans just got a reality check from the coronavirus,Real
67,Germany to launch coronavirus tracing app this week,Real
68,When coronavirus masks become 'I can't breathe' protest signs,Real
69,Coronavirus: Trump faces backlash after US quits WHO,Real
70,'I hope your son gets coronavirus' - Deeney reveals hurtful comments,Real
71,Coronavirus: Hundreds of abattoir workers test positive in Germany,Real
72,"Coronavirus: Rumours, fear and rising Covid deaths in Pakistan",Real
73,Coronavirus: Alarm over 'invasive' Kuwait and Bahrain contact-tracing apps,Real
74,Coronavirus: Iran fears second wave after surge in cases,Real
75,Coronavirus: The misinformation circulating in Africa about Covid-19,Real
76,Coronavirus: Five reasons why it is so bad in Yemen,Real
77,Phillies and Blue Jays close training bases after coronavirus tests,Real
78,Rapinoe withdraws from NWSL event amid coronavirus fears,Real
79,Moderna set to start final-stage trial of its coronavirus vaccine by July,Real
80,Coronavirus: Boxing & MMA to return to Las Vegas,Real
81,Coronavirus: Brazil now fourth-highest nation in Covid-19 deaths,Real
82,Coronavirus: Brazil judge orders Bolsonaro to publish full data,Real
83,Coronavirus in Russia: 'I don't trust Putin any more',Real
84,Coronavirus: How a false rumour led to hate online,Real
85,Dimitrov tests positive for coronavirus after playing in Adria Tour,Real
86,Coronavirus: Spain welcomes tourists back as emergency ends,Real
87,Paulinho Paiakan: Amazon indigenous chief dies of coronavirus,Real
88,Coronavirus: Saudi Arabia bars international pilgrims for Hajj,Real
89,Coronavirus: Who is Germany's 'pig baron' Clemens Tönnies?,Real
90,"Coronavirus: Qantas to axe 6,000 jobs due to pandemic",Real
91,Coronavirus: Singapore bans Britons for lockdown 'bar crawl',Real
92,"5G, AI, cybersecurity and renewable energy set for investment boost under EU coronavirus recovery plan",Real
93,EU states agree a tech spec for national coronavirus apps to work across borders,Real
94,Coronavirus: Your pictures on the theme of 'home-made',Real
95,Coronavirus: Belgian Prince Joachim tests positive after lockdown party,Real
96,Coronavirus: Biden and Trump face off over China,Real
97,"Coronavirus: 1,694 mental health patients discharged in 'error'",Real
98,The coronavirus conundrum when your mouth is your ‘hand’,Real
99,Coronavirus: Violence mars Paris protest for health workers,Real
0,How to Prevent COVID-19 While Still Enjoying Your Summer,Real
1,What Does It Mean to Have Recovered From COVID-19?,Real
2,What to Know About That New Hydroxychloroquine Study,Real
3,Is Your Employer Required to Report Workplace Cases of COVID-19?,Real
4,What to Do If You See a 'COVID-19 Surcharge' on Your Receipt,Real
5,Make a COVID-19 Backup Plan Before You Return to the Office,Real
6,"If Someone in Your Home Has Covid-19, Do These Things First",Real
7,How to Tell If That New COVID-19 Story Is Worth Getting Excited About,Real
8,"Yes, Teletherapy Is Effective—Here's What You Need to Know",Real
9,TGIF Playlist: Revolution,Real
10,What We Know About Disney World's Reopening in July,Real
11,Here's How Often You Should Wash Your Face Mask,Real
12,How to Donate to a Local Bail Fund for Protestors,Real
13,How to Virtually Attend DC Jazz Festival Performances,Real
14,Rent an Uber for $50 an Hour in Select Cities,Real
15,How to Cope as a 'Distance Caregiver' During the Pandemic,Real
16,Put a Bulletin Board Under a Puzzle to Make it Easier to Move,Real
17,Support Black-Owned Brands at This Online Juneteenth Market,Real
18,"How to Land a Job That Pays You $1,000 to Take Virtual Vacations",Real
19,Get These Cool iOS App Stickers by Giving to the Equal Justice Initiative,Real
20,How to Watch the 'Lord of the Rings' Reunion,Real
21,Enroll in a Free Online Course on Contact Tracing Through Johns Hopkins,Real
22,You Don't Always Know Who Is High Risk,Real
23,How to Watch the 'Ghostbusters' Reunion,Real
24,How to Vote By Mail,Real
25,What Happens After You Leave the ICU?,Real
26,Now Is A Good Time To Donate Blood,Real
27,"How to Protect Your Money, With Ramit Sethi",Real
28,"What to Watch Tonight, June 4, 2020",Real
29,"What to Watch Tonight, June 3, 2020",Real
30,Should You Wear a Clear Plastic Face Shield?,Real
31,Why Your Positive Coronavirus Antibody Test Might Be Wrong,Real
32,Celebrate Pride by Supporting the Black Trans Community,Real
33,"No, Apple and Google Didn't Secretly Install Contact-Tracing Apps on Your Phone",Real
34,These Free Books Can Help Kids with Autism Understand the Pandemic,Real
35,How to Safely Share a Backyard Pool This Summer,Real
36,Virtually Stargaze at the Grand Canyon All Week,Real
37,This Interactive Map Tells You Which Countries Are Open for Travel,Real
38,How to Trade in Your MacBook at an Apple Store,Real
39,What Trump's New Policy Means for Trans Healthcare,Real
40,How to Protest During a Pandemic,Real
41,How to Fend Off Hangry Rats,Real
42,Improve Your Critical Thinking With This Cheatsheet,Real
43,How Will a Temporary Relocation During the Pandemic Affect Your Taxes?,Real
44,Why You Should Wear a Mask to Your Next Job Interview,Real
45,Why Advice on Masks Seems to Be Constantly Changing,Real
46,Help Your Graduate Turn a 'Gap Year' into a 'Purpose Year',Real
47,What You Need to Know About Plane Operations Post-Pandemic,Real
48,Your State May Let You Deduct The Costs of Working From Home During the Pandemic,Real
49,Our Kids Are Watching How We Act Right Now,Real
50,Should I Intervene in My Adult Son's Relationship?,Real
51,How to Make It Through Father's Day If It's Difficult for You,Real
52,The Recipe for Supporting Black Eateries Isn't Hard to Follow,Real
53,Every Awesome iOS 14 Feature Apple Announced at WWDC 2020,Real
54,What to Do if Your Old Device Can't Run a New Apple Operating System,Real
55,"Saturday's Best Deals: Instant Pot Duo Plus, Cubii Pro Under-Desk Elliptical, AirPods Pro, Bounty Hunter Metal Detectors, and More",Real
56,COVID-19 killed the era of 'big' flying,Real
57,Apple's COVID-19 screening tool can anonymously share symptoms with the CDC,Real
58,Researchers say Oura rings can predict COVID-19 symptoms three days early,Real
59,Lime report shows micromobility travel poses the lowest risk of contracting COVID-19,Real
60,Yelp lets businesses share how they're enforcing COVID-19 safety precautions,Real
61,Amazon workers sue over alleged failure to follow COVID-19 guidelines,Real
62,Sonos will lay off 12 percent of its workforce due to COVID-19,Real
63,Germany's voluntary contract tracing app is available to download,Real
64,Summer Games Done Quick will be an online-only event this year,Real
65,Computex 2020 is the latest canceled trade show,Real
66,Coronavirus delays the launch of NASA's James Webb Space Telescope,Real
67,"EU wants Facebook, Twitter to report monthly on fight against fake news",Real
