,Text,Label
50,Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,Fake
51,“We’ve tested more than every country combined.”,Fake
52,The CDC recommends that only people with COVID-19 symptoms should wear masks.,Fake
53,A video of an alleged virologist named Judy Mikovits in which she launches numerous theories about the new coronavirus,Fake
54,Dr. Anthony Fauci “has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”,Fake
55,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,Fake
56,A 2005 NIH study shows that Fauci already knew of chloroquine’s effectiveness against coronaviruses including SARS-CoV-2.,Fake
57,Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.,Fake
58,A Facebook post shared more than 29000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.,Fake
59,“Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?”,Fake
60,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,Fake
61,Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,Fake
62,Media shows a Florida beach full of people while it’s empty.,Fake
63,Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died.,Fake
64,“First volunteer in UK coronavirus vaccine trial has died.”,Fake
65,A volunteer for Oxford coronavirus vaccine died.,Fake
66,“We’ve still had more deaths to the flu this year than we’ve had COVID-19.”,Fake
67,Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,Fake
68,“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,Fake
69,Exposure of blood to ultraviolet light rids the body of coronavirus.,Fake
70,A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,Fake
71,US President Donald Trump has suggested studying the injection of disinfectant as a COVID-19 treatment.,Fake
72,Two physicians in Bakersfield California claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.,Fake
73,North Carolina’s health department is “telling hospitals that if they decide to do elective surgeries they won’t be eligible to receive (protective equipment) from the state.”,Fake
74,Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,Fake
75,U.S sent 100000 military forces to South China Sea in a move to increase its presence in the region against the backdrop of the coronavirus pandemic.,Fake
76,President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,Fake
77,November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,Fake
78,Mosques are allowed to stay open during pandemic in the United States but churches are not.,Fake
79,“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,Fake
80,President Barack Obama “signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”,Fake
81,The April 22 jump in COVID-19 cases in the United States was related to the election.,Fake
82,U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,Fake
83,U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,Fake
84,“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!”,Fake
85,Trey Gowdy said “I’m not saying COVID-19 isn’t real…. But pay attention folks there’s much more going on here than what meets the eye.”,Fake
86,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,Fake
87,A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,Fake
88,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,Fake
89,Japanese Nobel Prize for Medicine Tasuku Honjo claimed on social media that coronavirus is not “natural” and that China made it in a Wuhan lab where he worked for several years.,Fake
90,“People defying stay-at-home order fill Arizona beaches.”,Fake
91,Mosquitoes can transfer COVID-19 “from person to person”.,Fake
92,Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,Fake
93,Bill Gates is creating a vaccine against the Covid-19 which would geolocate the population.,Fake
94,Pennsylvania House of Representatives approved funding for COVID-19 in June 2019 proving that the pandemic was pre-planned.,Fake
95,A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,Fake
96,Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,Fake
97,All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,Fake
98,A video showing two journalists talking at a White House briefing is the proof a vaccine exist.,Fake
99,“Trump said ‘hundreds’ of governors are calling him…& we only have 50.”,Fake
100,Wisconsin is “clearly seeing a decline in COVID infections”.,Fake
101,Facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied.,Fake
102,India’s Ministry of Home Affairs banning citizens from posting about the new coronavirus on social media.,Fake
103,Video shows people in China tearing down a 5G pole because it is “triggering the Corona symptoms.”,Fake
104,The Gates Foundation “has the patent for this coronavirus.”,Fake
105,42 Democratic senators plus two Independents voted against sending direct payments to Americans as part of the coronavirus economic stimulus package.,Fake
106,The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus that causes COVID-19.,Fake
107,“Face masks being manufactured in China for example went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”,Fake
108,A picture of a reporter in protective medical gear is an example of how the American media “hypes” the COVID-19 pandemic.,Fake
109,Dr. Deborah Birx the coordinator of the Coronavirus Reponse team in the Trump administration revealed the lack of coronavirus testing was because it was not profitable for private labs.,Fake
110,President Donald Trump said former President Obama funded the coronavirus that was creatical in biological Wuhan lab.,Fake
111,“New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.”,Fake
112,“Hundreds and hundreds of labs are ready willing and able.”,Fake
113,The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus.,Fake
114,Trump claims Speaker Nancy Pelosi deleted a tweet about her visit to Chinatown in February,Fake
115,“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway” which are in lockdown.,Fake
116,A photo taken by a journalist showing a beach in Jacksonville Florida isn’t from after the government reopened the beach as news reports have claimed.,Fake
117,Photo shows packed beach of re-opened Jacksonville Beach on CNN.,Fake
118,News photo from stay-at-home protest was doctored to add Confederate flag.,Fake
119,Says a photo shows the “SAME EXACT PEOPLE” at “two different beaches” in Los Angeles County and Jacksonville Florida.,Fake
120,Nigerians are “burning Chinese stores.”.,Fake
121,“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,Fake
122,Posts on social media claim that people who have been vaccinated against the flu in the last 10 years will test positive for COVID-19.,Fake
123,Flu killed 80000 people in the United States last year.,Fake
124,“The flu killed 80000 people in the U.S. last year”.,Fake
125,WhatsApp messages that claim that the Washington Post has confirmed that the origin of SARS-CoV-2 is due to a security breach in a laboratory in Wuhan.,Fake
126,A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,Fake
127,Social media posts claim that US citizens married to immigrants are not eligible for relief payments available to many Americans under the stimulus package aimed at countering the economic crisis sparked by the COVID-19 pandemic.,Fake
128,Bill Gates the WHO and the World Bank lost billions to Trump amid the coronavirus outbreak.,Fake
129,The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,Fake
130,Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,Fake
131,Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,Fake
132,A banner with a swastika “Trump” and “Pence” is from a Michigan coronavirus protest.,Fake
133,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,Fake
134,Trump’s claim that Obama’s handling of the 2009 swine flu pandemic was a disaster.,Fake
135,Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.,Fake
136,Bill Gates free to prescribe drugs while the late herbalist “Dr. Sebi” was not allowed to heal people with herbs.,Fake
137,House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account in which she calls on people to visit Chinatown in San Francisco.,Fake
138,House Speaker Nancy Pelosi delete a February 24 2020 video of herself from Twitter in which she encouraged people to visit Chinatown in San Francisco.,Fake
139,The Food and Drug Administration (FDA) authorized Bodysphere’s two-minute COVID-19 testing kit.,Fake
140,Posts shared more than 2000 times on social media appear to show a 2009 tweet from Donald Trump criticizing then-president Barack Obama’s handling of the H1N1 pandemic and placing “ALL responsibility” on presidents in a crisis.,Fake
141,Amazon’s Alexa says the government released the coronavirus.,Fake
142,In the United States there are “360000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”,Fake
143,Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,Fake
144,A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,Fake
145,What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus’ pH level.,Fake
146,COVID-19 is sparing essential workers.,Fake
147,“This is COVID-19 not COVID-1 folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.”,Fake
148,Thieves are handing out chemically doused face masks to knock people out before robbing them.,Fake
149,Economic stimulus payments to U.S. citizens will either reduce future tax refunds or will have to be paid back.,Fake
150,Valley County Montana mandated pink arm bands for residents who had submitted to quarantine protocol.,Fake
151,The drug Diamox often used as treatment for high-altitude sickness can cure coronavirus.,Fake
152,Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess your non-used ventilators to help people in other parts of the state on a voluntary basis that would be great. Of course there was a reaction to that which was not positive.”,Fake
153,Media outlets reported that the same boy died 3 times from the coronavirus in 3 countries.,Fake
154,Trump’s claims about how quickly WHO acted to announce human-to-human transmission,Fake
155,Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.,Fake
156,The news media has tried to pass off one man’s death attributed to complications from COVID-19 as two separate cases.,Fake
157,Russia already has a vaccine to fight COVID-19.,Fake
158,Trump claims “it is the decision of the President” not governors to “open up the states.”,Fake
159,“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”,Fake
160,“The president looks like he was ahead of the curve – as you know he talks about this all the time – on shutting down travel from China.”,Fake
161,Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,Fake
162,Trump says that as president he has “total” authority to re-open states amid the COVID-19 pandemic.,Fake
163,The Gates Foundation “tested a polio vax in India between 2000 & 2017 and paralysed 496000 children.”,Fake
164,Average American has less than two-tenths of one percent chance of getting coronavirus and thus public health officials overreacted to the pandemic.,Fake
165,“Governor Gretchen Whitmer [of Michigan] spent the past weekend at her VACATION COTTAGE at Birch Lake. Violating her own EXECUTIVE ORDER.”,Fake
166,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,Fake
167,Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,Fake
168,The US $1200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year you’re automatically going to owe $1200 come tax season.”,Fake
169,Says American NIAID director Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,Fake
170,Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,Fake
171,Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.,Fake
172,A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,Fake
173,COVID-19 stimulus checks are an advance on 2020 tax refunds.,Fake
174,Dr. Anthony Fauci “was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.”,Fake
175,Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,Fake
176,Hydroxychloroquine-azithromycin is a proven cure for COVID-19 patients.,Fake
177,15 major global pandemics all originated in China.,Fake
178,President Donald Trump referred to the coronavirus as a “hoax” or “political conspiracy.”,Fake
179,Says Bill O’Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,Fake
180,Pentagon confirms coronavirus accidentally got into chemtrail supply train.,Fake
181,A video where corpses appear crowded on the ground in black bags. Claimed to be in Madrid New York Barcelona among others.,Fake
182,It is recommended to disinfect disposable masks to reuse them.,Fake
183,U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,Fake
184,Viral video with Dr. Shiva Ayyadurai proves Fauci White House and others are members of deep state.,Fake
185,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,Fake
186,China’s Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,Fake
187,Ugandan Chief of Police rants about importance of quarantine.,Fake
188,“The Democrats are pushing for an implanted microchip in humans and everyone to be vaccinated.”,Fake
189,Viral publication says a video shows a “gay party in Italy few weeks before COVID-19.”,Fake
190,“Per order from @GovWhitmer people in Michigan are now banned from purchasing a new baby car seat in stores.”,Fake
191,“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,Fake
192,Soap and hand sanitizer can be used to kill coronavirus in the body.,Fake
193,U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.,Fake
194,Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection as the drink contains quinine whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment.,Fake
195,“Church services can’t resume until we’re all vaccinated says Bill Gates.”,Fake
196,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,Fake
197,CDC admitted to lying about COVID-19 death stats.,Fake
198,Top German virologist Jürgen Rissland recommended drinking whiskey to combat COVID-19.,Fake
199,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,Fake
200,COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood) and that’s what eventually leads to organ failures that kill them not any form of ARDS or pneumonia.,Fake
201,With the novel coronavirus sending the US economy into freefall posts that list phone numbers for job seekers to call and find work have been shared thousands of times on Facebook and Instagram.,Fake
202,A video of a television presenter talking about eastern equine encephalitis as a new virus much more deadly than the coronavirus.,Fake
203,COVID-19 vaccine trial killed 7 children in Senegal.,Fake
204,Professor Lieber created and sold COVID-19 to China.,Fake
205,Drinking coffee “decreases the voracity” of the coronavirus.,Fake
206,US arrests the man who created COVID-19.,Fake
207,India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77000 girls.,Fake
208,A “study” saying that runners and cyclists may project contaminated droplets up to 5 meters,Fake
209,Family of three died within days of each other before testing positive for coronavirus.,Fake
210,Steam from boiling oranges kills COVID-19.,Fake
211,Coronavirus will be exterminated if lockdowns are lifted.,Fake
212,The number of deaths from COVID-19 are exaggerated.,Fake
213,An image shows a COVID-19 rail tanker.,Fake
214,Michigan governor violated social distancing order while signing stay-at-home order.,Fake
215,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”,Fake
216,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,Fake
217,An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.,Fake
218,A video has been viewed tens of thousands of times on Twitter Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment.,Fake
219,Chloroquine is an effective remedy for coronavirus;,Fake
220,Asian flu Hong Kong flu swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.,Fake
221,An image of a train with the inscription “COVID-19”.,Fake
222,“Everyone is only dying of coronavirus now.”,Fake
223,Facebook posts claims the Asian Hong Kong swine and bird flus each “killed more people than coronavirus.”,Fake
224,Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way … Filipinos are very lucky to have him.”,Fake
225,A photo shows South Carolina after stay-at-home orders were announced.,Fake
226,The Obama administration left President Donald Trump with a “stockpile with a cupboard that was bare.”,Fake
227,“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,Fake
228,A message claims that Dr. Charles Lieber has been arrested for manufacturing the coronavirus.,Fake
229,“The North Carolina and Virginia State line is closed. Nothing in or out.”,Fake
230,A poem about people staying home was written by Kathleen O’Mara in 1869.,Fake
231,“59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.”,Fake
232,Says 44 US senators “voted NOT to send stimulus checks.”,Fake
233,The NBA is asking President Donald Trump to “resign or we’ll never play again.”,Fake
234,Claim that televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”,Fake
235,People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,Fake
236,Former NYC Mayor Rudolph Giuliani said he “bought $2M in shares of Novartis a primary supplier of hydroxychloroquine” in early February.,Fake
237,Coronavirus is fake or a made-up ploy by 5G.,Fake
238,Dr. Charles Lieber a Harvard professor was arrested for creating coronavirus and selling it to China.,Fake
239,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.,Fake
240,A screen capture of the cover of The New York Times accompanied by a text in which it is assured that the newspaper would have branded the Government of Spain as “communist”.,Fake
241,Hospital is caught using a dummy in pandemic footage.,Fake
242,“In Italy they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”,Fake
243,Images of an alleged fire at New York’s Lebanon Hospital.,Fake
244,Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.,Fake
245,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to COVID-19,Fake
246,Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquine’s effectiveness against COVID-19 is unproven while Italy France Spain and Brazil say it “works.”,Fake
247,President Donald Trump’s statement that lupus patients are not vulnerable to COVID-19 is not true.,Fake
248,New data shows that 21 million Chinese died from the coronavirus.,Fake
249,Barack Obama has urged Africans to reject any COVID-19 vaccine produced by the United States and Europe.,Fake
250,American and Dutch mainstream news media used the same photo of a young boy as a portrait picture while reporting three different corona victims. Also they used a picture of a 69 year old American corona victim twice: once in an article about his work at the police force and once declaring he works for a university. Therefore the mainstream news media are trying to mislead their readers about the amount of people that actually died from corona multiplying them.,Fake
251,Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,Fake
252,Ron Johnson said Americans should go back to work because “death is an unavoidable part of life.”,Fake
253,North Carolina “hospital beds are typically 85% full across the state.”,Fake
254,“We’ve got to give the American public a rough estimate of how long we think this is going to take based mostly on the South Korean model which seems to be the trajectory that we are on thankfully and not the Italian model.”,Fake
255,Says a study projects Wisconsin’s coronavirus cases will peak on April 26 2020.,Fake
256,In 1986 the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down” with New York City especially hard hit..,Fake
257,“We were slow with the testing but very quick with the travel ban. And that’s been much more critical in saving lives.”,Fake
258,Big Pharma Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.,Fake
259,Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,Fake
260,“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,Fake
261,Photo on biography of a boy who died from coronavirus.,Fake
262,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,Fake
263,Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus so let your fever run high” but not over 103 or 104 degrees F (39.5 degrees C).,Fake
264,“There was no effort” to get American experts into China after it announced the coronavirus and “we had one person in-country (and President Donald Trump) pulled him out of the country.”,Fake
265,A video of Bill Ryan claiming China would be attacked with biological weapons.,Fake
266,Walmart has adopted staggered shopping days based on age in response to the pandemic.,Fake
267,“Rivers in Oklahoma are full of catfish carrying the virus.”,Fake
268,Walmart is adopting a staggered schedule due to the coronavirus.,Fake
269,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,Fake
270,The United States is “recruiting” doctors to confront COVID-19.,Fake
271,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.,Fake
272,Video claiming you can’t catch coronavirus.,Fake
273,Kennedy Center PBS donated to Democrats after getting COVID-19 stimulus money.,Fake
274,In New York “every contaminated corpse belongs to the state” and will be incinerated without any “wakes or memorial services to pay your last respects.”,Fake
275,Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,Fake
276,Goodwill laid off all employees due to COVID-19.,Fake
277,Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,Fake
278,A video of dead bodies in black bags allegedly from hospitals in Madrid Barcelona or New York.,Fake
279,Security issues for the Zoom video call app.,Fake
280,Trump’s claim that he imposed the first travel ban on China.,Fake
281,Beijing and Shanghai have been preserved from the pandemia of COVID-19 proof that the virus has been created and used by China as a weapon.,Fake
282,Audio of Biden calling the coronavirus a hoax.,Fake
283,”If you line up all the countries that have done (COVID-19) testing on a per-capita basis we’re [the US] at the bottom of the list.”,Fake
284,A video shows body bags piled up in a Spanish hospital .,Fake
285,Missouri students will have to repeat the school year because of COVID-19 school closings.,Fake
286,NYT invented the video of a doctor fighting coronavirus in hospital.,Fake
287,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.,Fake
288,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.,Fake
289,A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,Fake
290,Guatemala Secretary of Economy shared a video where the NYT praises the management of Guatemalan Government during this COVID-19 crisis.,Fake
291,Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters with captions claiming they are announcing the arrest of a Chinese scientist.,Fake
292,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,Fake
293,The coronavirus has been “released” by China […] it was purposely propagated by the Chinese themselves.,Fake
294,Video allegedly exposing coronavirus’s secrets.,Fake
295,Alkaline diet protects against the coronavirus.,Fake
296,A series of statements by Joe Biden claiming he called for action before he did,Fake
297,Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,Fake
298,“Now they’re doing tests on airlines — very strong tests — for getting on getting off. They’re doing tests on trains — getting on getting off.”,Fake
299,Coronavirus is caused by 5G.,Fake
300,Spanish politician saying soccer players should find a novel coronavirus cure.,Fake
301,The army is patrolling all the streets towns and villages in Ireland.,Fake
302,Says there’s an 800 number you can call to track the status of your stimulus check.,Fake
303,If you ask Amazon’s Alexa about the origin of the coronavirus pandemic it says “the government planned” it.,Fake
304,Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection citing recommendations allegedly stemming from autopsies on COVID-19 victims including in China where the virus first emerged.,Fake
305,Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine citing specific patent numbers.,Fake
306,59 people die as a pastor gave them Dettol disinfectant to drink to prevent coronavirus.,Fake
307,A publication that affirms the coronavirus was created in the United States to kill elderly people and stop 5G development.,Fake
308,Video tries to show coronavirus is fake and not dangerous.,Fake
309,Students in America have to repeat the same grade next year.,Fake
310,Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.,Fake
311,Whether microwaving face masks sanitizes them.,Fake
